Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
delay(5),Chrome 71.0.3578.98,,2019-01-23 10:54:34,2019-01-23 10:54:39,5.001s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Claim Services/NewClaim/button_saveClaim""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:54:39,2019-01-23 10:54:39,0.072s,PASSED
"check(findTestObject(""UI/Client/Claim Services/NewClaim/button_saveClaim""))",Chrome 71.0.3578.98,,2019-01-23 10:54:39,2019-01-23 10:54:39,0.110s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-01-23 10:54:39,2019-01-23 10:54:44,5.002s,PASSED
"focus(findTestObject(""UI/Client/Claim Services/NewClaim/h4_alertClaim""))",Chrome 71.0.3578.98,,2019-01-23 10:54:44,2019-01-23 10:54:44,0.100s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-23 10:54:44,2019-01-23 10:54:47,3.003s,PASSED
"click(findTestObject(""UI/Client/Claim Services/NewClaim/button_closeAlertClaim""))",Chrome 71.0.3578.98,,2019-01-23 10:54:47,2019-01-23 10:54:47,0.228s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-23 10:54:47,2019-01-23 10:54:50,3.002s,PASSED
"waitForElementVisible(findTestObject(""UI/Client/Claim Services/NewClaim/span_attachFiles""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:54:50,2019-01-23 10:54:50,0.088s,PASSED
"verifyElementVisible(findTestObject(""UI/Client/Claim Services/NewClaim/span_attachFiles""))",Chrome 71.0.3578.98,,2019-01-23 10:54:50,2019-01-23 10:54:50,0.038s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Claim Services/a_FilesTab""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:54:50,2019-01-23 10:54:50,0.026s,PASSED
"click(findTestObject(""UI/Client/Claim Services/a_FilesTab""))",Chrome 71.0.3578.98,,2019-01-23 10:54:50,2019-01-23 10:54:50,0.053s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 10:54:50,2019-01-23 10:54:50,0.008s,PASSED
"uploadFile(findTestObject(""UI/Client/Claim Services/input_NewFile""), UPFILE)",Chrome 71.0.3578.98,,2019-01-23 10:54:50,2019-01-23 10:54:50,0.055s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-23 10:54:50,2019-01-23 10:54:53,3.003s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Claim Services/selectFileNameDropDown""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:54:53,2019-01-23 10:54:53,0.055s,PASSED
"click(findTestObject(""UI/Client/Claim Services/selectFileNameDropDown""))",Chrome 71.0.3578.98,,2019-01-23 10:54:53,2019-01-23 10:54:53,0.094s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-01-23 10:54:53,2019-01-23 10:54:55,2.003s,PASSED
"click(findTestObject(""UI/Client/Claim Services/option_otherFile""))",Chrome 71.0.3578.98,,2019-01-23 10:54:55,2019-01-23 10:54:56,0.102s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-23 10:54:56,2019-01-23 10:54:59,3.003s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Claim Services/buttonSaveUpload""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:54:59,2019-01-23 10:54:59,0.065s,PASSED
"click(findTestObject(""UI/Client/Claim Services/buttonSaveUpload""))",Chrome 71.0.3578.98,,2019-01-23 10:54:59,2019-01-23 10:54:59,0.118s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 10:54:59,2019-01-23 10:54:59,0.010s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-23 10:54:59,2019-01-23 10:55:02,3.002s,PASSED
"verifyElementVisible(findTestObject(""UI/Client/Claim Services/strong_uploadedFileMessage""))",Chrome 71.0.3578.98,,2019-01-23 10:55:02,2019-01-23 10:55:02,0.090s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-01-23 10:55:02,2019-01-23 10:55:07,5.001s,PASSED
"waitForElementClickable(findTestObject(""UI/General/Log/span_logoutAsClient""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:07,2019-01-23 10:55:07,0.032s,PASSED
"click(findTestObject(""UI/General/Log/span_logoutAsClient""))",Chrome 71.0.3578.98,,2019-01-23 10:55:07,2019-01-23 10:55:07,0.143s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-23 10:55:07,2019-01-23 10:55:08,1.003s,PASSED
"waitForElementClickable(findTestObject(""UI/General/Log/a_userAvatar""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:08,2019-01-23 10:55:08,0.063s,PASSED
"click(findTestObject(""UI/General/Log/a_userAvatar""))",Chrome 71.0.3578.98,,2019-01-23 10:55:08,2019-01-23 10:55:08,0.093s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-23 10:55:08,2019-01-23 10:55:09,1.001s,PASSED
"waitForElementClickable(findTestObject(""UI/General/Log/a_signOutAMPS""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:09,2019-01-23 10:55:09,0.063s,PASSED
"click(findTestObject(""UI/General/Log/a_signOutAMPS""))",Chrome 71.0.3578.98,,2019-01-23 10:55:09,2019-01-23 10:55:09,0.135s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-23 10:55:09,2019-01-23 10:55:10,1.002s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-23 10:55:10,2019-01-23 10:55:11,0.673s,PASSED
,,,,,,
Test Cases/UI/Client/Claim Services/Claim_Details,Chrome 71.0.3578.98,Click on a specific Claim to display its contents.,2019-01-23 10:55:11,2019-01-23 10:55:27,15.582s,PASSED
"UAT = ""https://uat.advancedpricing.com""",Chrome 71.0.3578.98,,2019-01-23 10:55:11,2019-01-23 10:55:11,0.000s,PASSED
"USER = ""qaAuto""",Chrome 71.0.3578.98,,2019-01-23 10:55:11,2019-01-23 10:55:11,0.000s,PASSED
"PASSWD = ""a9yk100dD""",Chrome 71.0.3578.98,,2019-01-23 10:55:11,2019-01-23 10:55:11,0.000s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-23 10:55:11,2019-01-23 10:55:13,2.218s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-23 10:55:13,2019-01-23 10:55:15,1.143s,PASSED
navigateToUrl(UAT),Chrome 71.0.3578.98,,2019-01-23 10:55:15,2019-01-23 10:55:16,1.717s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 10:55:16,2019-01-23 10:55:16,0.007s,PASSED
"setText(findTestObject(""UI/Client/Claim Services/input_userCode""), USER)",Chrome 71.0.3578.98,,2019-01-23 10:55:16,2019-01-23 10:55:16,0.128s,PASSED
"setText(findTestObject(""UI/Client/Claim Services/input_userPassword""), PASSWD)",Chrome 71.0.3578.98,,2019-01-23 10:55:16,2019-01-23 10:55:17,0.139s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Claim Services/input_loginButton""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:17,2019-01-23 10:55:17,0.030s,PASSED
"click(findTestObject(""UI/Client/Claim Services/input_loginButton""))",Chrome 71.0.3578.98,,2019-01-23 10:55:17,2019-01-23 10:55:17,0.100s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 10:55:17,2019-01-23 10:55:17,0.006s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Claim Services/span_ABMSClient""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:17,2019-01-23 10:55:18,1.181s,PASSED
"click(findTestObject(""UI/Client/Claim Services/span_ABMSClient""))",Chrome 71.0.3578.98,,2019-01-23 10:55:18,2019-01-23 10:55:18,0.337s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 10:55:18,2019-01-23 10:55:18,0.006s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Claim Services/span_firstClaim""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:18,2019-01-23 10:55:19,0.588s,PASSED
"click(findTestObject(""UI/Client/Claim Services/span_firstClaim""))",Chrome 71.0.3578.98,,2019-01-23 10:55:19,2019-01-23 10:55:19,0.566s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 10:55:19,2019-01-23 10:55:19,0.007s,PASSED
"waitForElementVisible(findTestObject(""UI/Client/Claim Services/span_ClaimHeader""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:19,2019-01-23 10:55:19,0.028s,PASSED
"claimHeader = getText(findTestObject(""UI/Client/Claim Services/span_ClaimHeader""))",Chrome 71.0.3578.98,,2019-01-23 10:55:19,2019-01-23 10:55:19,0.029s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-23 10:55:19,2019-01-23 10:55:22,3.000s,PASSED
"waitForElementClickable(findTestObject(""UI/General/Log/span_logoutAsClient""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:22,2019-01-23 10:55:23,0.026s,PASSED
"click(findTestObject(""UI/General/Log/span_logoutAsClient""))",Chrome 71.0.3578.98,,2019-01-23 10:55:23,2019-01-23 10:55:23,0.136s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-23 10:55:23,2019-01-23 10:55:24,1.001s,PASSED
"waitForElementClickable(findTestObject(""UI/General/Log/a_userAvatar""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:24,2019-01-23 10:55:24,0.072s,PASSED
"click(findTestObject(""UI/General/Log/a_userAvatar""))",Chrome 71.0.3578.98,,2019-01-23 10:55:24,2019-01-23 10:55:24,0.126s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-23 10:55:24,2019-01-23 10:55:25,1.002s,PASSED
"waitForElementClickable(findTestObject(""UI/General/Log/a_signOutAMPS""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:25,2019-01-23 10:55:25,0.058s,PASSED
"click(findTestObject(""UI/General/Log/a_signOutAMPS""))",Chrome 71.0.3578.98,,2019-01-23 10:55:25,2019-01-23 10:55:25,0.104s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-23 10:55:25,2019-01-23 10:55:26,1.002s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-23 10:55:26,2019-01-23 10:55:27,0.656s,PASSED
,,,,,,
Test Cases/UI/Client/Claim Services/Download_successful,Chrome 71.0.3578.98,Download a file attached to a specific Claim.,2019-01-23 10:55:27,2019-01-23 10:55:50,23.351s,PASSED
"UAT = ""https://uat.advancedpricing.com""",Chrome 71.0.3578.98,,2019-01-23 10:55:27,2019-01-23 10:55:27,0.000s,PASSED
"USER = ""qaAuto""",Chrome 71.0.3578.98,,2019-01-23 10:55:27,2019-01-23 10:55:27,0.000s,PASSED
"PASSWD = ""a9yk100dD""",Chrome 71.0.3578.98,,2019-01-23 10:55:27,2019-01-23 10:55:27,0.000s,PASSED
"downloadPath = ""C:\Users\David Avalos\Downloads""",Chrome 71.0.3578.98,,2019-01-23 10:55:27,2019-01-23 10:55:27,0.000s,PASSED
"FILEDOWN = ""MedRecords-Demo.png""",Chrome 71.0.3578.98,,2019-01-23 10:55:27,2019-01-23 10:55:27,0.000s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-23 10:55:27,2019-01-23 10:55:29,2.180s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-23 10:55:29,2019-01-23 10:55:30,1.145s,PASSED
navigateToUrl(UAT),Chrome 71.0.3578.98,,2019-01-23 10:55:30,2019-01-23 10:55:32,1.535s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 10:55:32,2019-01-23 10:55:32,0.006s,PASSED
"setText(findTestObject(""UI/Client/Claim Services/input_userCode""), USER)",Chrome 71.0.3578.98,,2019-01-23 10:55:32,2019-01-23 10:55:32,0.131s,PASSED
"setText(findTestObject(""UI/Client/Claim Services/input_userPassword""), PASSWD)",Chrome 71.0.3578.98,,2019-01-23 10:55:32,2019-01-23 10:55:32,0.142s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Claim Services/input_loginButton""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:32,2019-01-23 10:55:32,0.027s,PASSED
"click(findTestObject(""UI/Client/Claim Services/input_loginButton""))",Chrome 71.0.3578.98,,2019-01-23 10:55:32,2019-01-23 10:55:32,0.094s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 10:55:32,2019-01-23 10:55:32,0.007s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Claim Services/span_ABMSClient""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:32,2019-01-23 10:55:33,1.170s,PASSED
"click(findTestObject(""UI/Client/Claim Services/span_ABMSClient""))",Chrome 71.0.3578.98,,2019-01-23 10:55:33,2019-01-23 10:55:34,0.342s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 10:55:34,2019-01-23 10:55:34,0.006s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Claim Services/span_firstClaim""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:34,2019-01-23 10:55:34,0.582s,PASSED
"click(findTestObject(""UI/Client/Claim Services/span_firstClaim""))",Chrome 71.0.3578.98,,2019-01-23 10:55:34,2019-01-23 10:55:35,0.594s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 10:55:35,2019-01-23 10:55:35,0.007s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Claim Services/a_FilesTab""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:35,2019-01-23 10:55:35,0.027s,PASSED
"click(findTestObject(""UI/Client/Claim Services/a_FilesTab""))",Chrome 71.0.3578.98,,2019-01-23 10:55:35,2019-01-23 10:55:35,0.155s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 10:55:35,2019-01-23 10:55:35,0.007s,PASSED
"fileName = getText(findTestObject(""UI/Client/Claim Services/a_firstExistingFile""))",Chrome 71.0.3578.98,,2019-01-23 10:55:35,2019-01-23 10:55:36,0.587s,PASSED
"verifyMatch(fileName, FILEDOWN, false)",Chrome 71.0.3578.98,,2019-01-23 10:55:36,2019-01-23 10:55:36,0.002s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Claim Services/a_firstExistingFile""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:36,2019-01-23 10:55:36,0.032s,PASSED
"click(findTestObject(""UI/Client/Claim Services/a_firstExistingFile""))",Chrome 71.0.3578.98,,2019-01-23 10:55:36,2019-01-23 10:55:36,0.127s,PASSED
delay(10),Chrome 71.0.3578.98,,2019-01-23 10:55:36,2019-01-23 10:55:46,10.003s,PASSED
driver = getWebDriver(),Chrome 71.0.3578.98,,2019-01-23 10:55:46,2019-01-23 10:55:46,0.018s,PASSED
"Assert.assertTrue(isFileDownloaded(downloadPath, FILEDOWN), ""Failed to download Expected document"")",Chrome 71.0.3578.98,Verifying the file is download in the User defined Path,2019-01-23 10:55:46,2019-01-23 10:55:46,0.003s,PASSED
flag = false,Chrome 71.0.3578.98,,2019-01-23 10:55:46,2019-01-23 10:55:46,0.001s,PASSED
dir = new java.io.File(downloadPath),Chrome 71.0.3578.98,Creating an object for File and passing the download Path as argument,2019-01-23 10:55:46,2019-01-23 10:55:46,0.007s,PASSED
dir_contents = dir.listFiles(),Chrome 71.0.3578.98,Creating an Array where it will store all the files from that folder,2019-01-23 10:55:46,2019-01-23 10:55:46,0.003s,PASSED
"for ([i = 0, i < length, (i++)])",Chrome 71.0.3578.98,Iterating a loop for number of files available in the folder to verify file name in the folder,2019-01-23 10:55:46,2019-01-23 10:55:46,0.021s,PASSED
"waitForElementClickable(findTestObject(""UI/General/Log/span_logoutAsClient""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:46,2019-01-23 10:55:46,0.031s,PASSED
"click(findTestObject(""UI/General/Log/span_logoutAsClient""))",Chrome 71.0.3578.98,,2019-01-23 10:55:46,2019-01-23 10:55:46,0.145s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-23 10:55:46,2019-01-23 10:55:47,1.001s,PASSED
"waitForElementClickable(findTestObject(""UI/General/Log/a_userAvatar""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:47,2019-01-23 10:55:47,0.063s,PASSED
"click(findTestObject(""UI/General/Log/a_userAvatar""))",Chrome 71.0.3578.98,,2019-01-23 10:55:47,2019-01-23 10:55:47,0.074s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-23 10:55:47,2019-01-23 10:55:48,1.002s,PASSED
"waitForElementClickable(findTestObject(""UI/General/Log/a_signOutAMPS""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:48,2019-01-23 10:55:48,0.026s,PASSED
"click(findTestObject(""UI/General/Log/a_signOutAMPS""))",Chrome 71.0.3578.98,,2019-01-23 10:55:48,2019-01-23 10:55:48,0.113s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-23 10:55:48,2019-01-23 10:55:49,1.002s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-23 10:55:49,2019-01-23 10:55:50,0.661s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-23 10:55:50,2019-01-23 10:55:50,0.001s,PASSED
,,,,,,
Test Cases/UI/Client/Claim Services/Search_Successful,Chrome 71.0.3578.98,Search for a Claim entering valid/existing data to search and display a specific Claim.,2019-01-23 10:55:50,2019-01-23 10:56:12,21.876s,PASSED
"UAT = ""https://uat.advancedpricing.com""",Chrome 71.0.3578.98,,2019-01-23 10:55:50,2019-01-23 10:55:50,0.000s,PASSED
"USER = ""qaAuto""",Chrome 71.0.3578.98,,2019-01-23 10:55:50,2019-01-23 10:55:50,0.000s,PASSED
"PASSWD = ""a9yk100dD""",Chrome 71.0.3578.98,,2019-01-23 10:55:50,2019-01-23 10:55:50,0.000s,PASSED
"UPFILE = ""C:\uploadAMPS\UpFile.txt""",Chrome 71.0.3578.98,,2019-01-23 10:55:50,2019-01-23 10:55:50,0.000s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-23 10:55:50,2019-01-23 10:55:52,2.255s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-23 10:55:52,2019-01-23 10:55:54,1.138s,PASSED
navigateToUrl(UAT),Chrome 71.0.3578.98,,2019-01-23 10:55:54,2019-01-23 10:55:58,3.888s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 10:55:58,2019-01-23 10:55:58,0.009s,PASSED
"setText(findTestObject(""UI/Client/Claim Services/input_userCode""), USER)",Chrome 71.0.3578.98,,2019-01-23 10:55:58,2019-01-23 10:55:58,0.127s,PASSED
"setText(findTestObject(""UI/Client/Claim Services/input_userPassword""), PASSWD)",Chrome 71.0.3578.98,,2019-01-23 10:55:58,2019-01-23 10:55:58,0.152s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Claim Services/input_loginButton""), 5)",Chrome 71.0.3578.98,,2019-01-23 10:55:58,2019-01-23 10:55:58,0.031s,PASSED
"click(findTestObject(""UI/Client/Claim Services/input_loginButton""))",Chrome 71.0.3578.98,,2019-01-23 10:55:58,2019-01-23 10:55:58,0.092s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 10:55:58,2019-01-23 10:55:58,0.005s,PASSED
